,UniprotID,GeneName,Schirmer_2003,Korfali_2010,Wilkie_2010,Korfali_2012,Korfali_2012_NE:MM-ratio,Cheng_2019,Cheng_2019_Score:Undiff,Cheng_2019_Score:Adipo,Cheng_2019_Score:Myo,#ProteomePapers,HPA,HPA_reliability,HPA_loc,Results,Uniprot_NEorER,Uniprot_subcell
341,O00299,Clic1,0.0,0.0,0.0,0.0,0.0,1.0,0.3876333785467745,0.7124545718039986,0.69993589155825,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O00299', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q6MG61'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11551966'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11940526'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12681486'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14613939'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '9139710'}], 'value': 'Mostly in the nucleus including in the nuclear membrane (PubMed:9139710, PubMed:12681486). Small amount in the cytoplasm and the plasma membrane (PubMed:9139710). Exists both as soluble cytoplasmic protein and as membrane protein with probably a single transmembrane domain (PubMed:11940526, PubMed:11551966, PubMed:14613939, PubMed:12681486, PubMed:9139710). Might not be present in the nucleus of cardiac cells (By similarity)'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12681486'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '9139710'}], 'value': 'Nucleus', 'id': 'SL-0191'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '9139710'}], 'value': 'Nucleus membrane', 'id': 'SL-0182'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10793131'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11551966'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12681486'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '9139710'}, {'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '11978800'}, {'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '14613939'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11551966'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11940526'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14613939'}, {'evidenceCode': 'ECO:0000305', 'source': 'PubMed', 'id': '11978800'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11551966'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '14613939'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q6MG61'}], 'value': 'Endoplasmic reticulum', 'id': 'SL-0095'}}]}]}",1.0,"Nucleus, Nucleus membrane, Cytoplasm, Cell membrane, Endoplasmic reticulum"
342,Q8TCT9,Hm13,0.0,0.0,0.0,0.0,0.0,1.0,0.2536773130612306,0.7197176734930979,0.65306381998403,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8TCT9', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15998642'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12077416'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15385547'}], 'value': 'Membrane', 'id': 'SL-0162'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}, 'orientation': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12077416'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15385547'}], 'value': 'Lumenal side', 'id': 'SL-9914'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 4', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9D8V0'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9D8V0'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum membrane, Membrane, Cell membrane"
343,O15533,Tapbp,0.0,0.0,0.0,0.0,0.0,1.0,0.3796008669041399,0.5415817804905466,0.5559246678636337,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O15533', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",1.0,Endoplasmic reticulum membrane
344,Q96S52,Pigs,0.0,0.0,0.0,0.0,0.0,1.0,0.5104177313395706,0.5893349230730678,0.4492383610106503,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96S52', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11483512'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '11483512'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
346,P04844,Rpn2,0.0,0.0,0.0,0.0,0.0,1.0,0.4539784467020061,0.5561469946854304,0.5023870353637943,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P04844', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'F1PCT7'}], 'value': 'Endoplasmic reticulum', 'id': 'SL-0095'}}, {'location': {'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum, Endoplasmic reticulum membrane"
347,P19224,Ugt1a6,0.0,0.0,0.0,0.0,0.0,1.0,0.4273814680965045,0.5985259255996135,0.4722780928867713,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P19224', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'value': 'Microsome', 'id': 'SL-0166'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,"Microsome, Endoplasmic reticulum membrane"
348,Q13724,Mogs,0.0,0.0,0.0,0.0,0.0,1.0,0.4227365071498642,0.5717053919192088,0.3743176542022516,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q13724', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '7635146'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'O88941'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",1.0,Endoplasmic reticulum membrane
349,Q5BJH7,Yif1b,0.0,0.0,0.0,0.0,0.0,1.0,0.4018360549862869,0.6466208388755088,0.5176372773248945,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q5BJH7', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26077767'}], 'value': 'Shuttles between the endoplasmic reticulum, the intermediate compartment and the Golgi apparatus'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26077767'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26077767'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '26077767'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum membrane, Golgi apparatus membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane"
350,Q9Y282,Ergic3,0.0,0.0,0.0,0.0,0.0,1.0,0.3986377567825456,0.6635882614982213,0.3620261694566856,1.0,1,Supported,Nucleoplasm: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9Y282', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Cycles between the endoplasmic reticulum and the Golgi'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Golgi apparatus, cis-Golgi network membrane', 'id': 'SL-0068'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15308636'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi apparatus, cis-Golgi network membrane, Endoplasmic reticulum membrane"
351,Q9P035,Hacd3,0.0,0.0,0.0,0.0,0.0,1.0,0.2936304874157772,0.5853406691388819,0.3873795671419939,1.0,1,Validated,Nuclear membrane: Uncertain;Endoplasmic reticulum: Validated;Cytosol: Uncertain;Mitochondria: Uncertain,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9P035', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18554506'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18554506'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
353,O75915,Arl6ip5,0.0,0.0,0.0,0.0,0.0,1.0,0.2575816354793525,0.6144760511981074,0.4185367096471397,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O75915', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9ES40'}], 'value': 'Also exists as a soluble form in the cytoplasm. Associated with microtubules'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9ES40'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9ES40'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9ES40'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9ES40'}], 'value': 'Cytoplasm, cytoskeleton', 'id': 'SL-0090'}}]}]}",1.0,"Endoplasmic reticulum membrane, Cell membrane, Cytoplasm, Cytoplasm, cytoskeleton"
354,Q5T9L3,Wls,0.0,0.0,0.0,0.0,0.0,1.0,0.3875570108259908,0.669192508823605,0.3627337973907109,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q5T9L3', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18160347'}], 'value': 'Co-localizes with the adaptin AP2A2 at distinct punctae'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16678095'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16678095'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16678095'}], 'value': 'Cytoplasmic vesicle membrane', 'id': 'SL-0089'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '16678095'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18160347'}], 'value': 'Cell membrane', 'id': 'SL-0039'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18160347'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18160347'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18160347'}], 'value': 'Early endosome membrane', 'id': 'SL-0093'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Golgi apparatus membrane, Cytoplasmic vesicle membrane, Cell membrane, Endoplasmic reticulum membrane, Golgi apparatus membrane, Early endosome membrane"
355,Q9NRZ5,Agpat4,0.0,0.0,0.0,0.0,0.0,1.0,0.3624533320361666,0.5955827027996252,0.2697326911742356,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q9NRZ5', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q8K4X7'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
356,P28845,Hsd11b1,0.0,0.0,0.0,0.0,0.0,1.0,0.3272526501741317,0.6702966246020005,0.4684612629501811,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'P28845', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10497248'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '15280030'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10497248'}], 'value': 'Single-pass type II membrane protein', 'id': 'SL-9906'}}]}]}",1.0,Endoplasmic reticulum membrane
361,Q13190,Stx5,0.0,0.0,0.0,0.0,0.0,1.0,0.2286773775311925,0.2636263046630236,0.5706216076833543,1.0,1,Supported,Nucleoplasm: Approved;Golgi apparatus: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q13190', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27795424'}], 'value': 'Localizes throughout the Golgi apparatus, but most abundant in the cis-most cisternae'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q08851'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type IV membrane protein', 'id': 'SL-9908'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '27795424'}], 'value': 'Golgi apparatus membrane', 'id': 'SL-0134'}}]}]}",1.0,"Endoplasmic reticulum-Golgi intermediate compartment membrane, Golgi apparatus membrane"
362,Q8N2K0,Abhd12,0.0,0.0,0.0,0.0,0.0,1.0,0.1804589734400727,0.4351390578705428,0.5898744909987456,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q8N2K0', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '30237167'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}]}]}",1.0,Endoplasmic reticulum membrane
363,Q15363,Tmed2,0.0,0.0,0.0,0.0,0.0,1.0,0.4825939830747057,0.5121756293673885,0.4414333512952611,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q15363', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12237308'}], 'value': 'Cycles between compartments of the early secretatory pathway'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000305'}], 'value': 'Cytoplasmic vesicle membrane', 'id': 'SL-0089'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '9472029'}], 'value': 'Cytoplasmic vesicle, COPI-coated vesicle membrane', 'id': 'SL-0076'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10852829'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12237308'}], 'value': 'Golgi apparatus, cis-Golgi network membrane', 'id': 'SL-0068'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10852829'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12237308'}], 'value': 'Golgi apparatus, Golgi stack membrane', 'id': 'SL-0136'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '10852829'}, {'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12237308'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '12237308'}], 'value': 'Endoplasmic reticulum-Golgi intermediate compartment membrane', 'id': 'SL-0099'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass type I membrane protein', 'id': 'SL-9905'}}]}]}",1.0,"Cytoplasmic vesicle membrane, Cytoplasmic vesicle, COPI-coated vesicle membrane, Golgi apparatus, cis-Golgi network membrane, Golgi apparatus, Golgi stack membrane, Endoplasmic reticulum membrane, Endoplasmic reticulum-Golgi intermediate compartment membrane"
364,Q92832,Nrp1,0.0,0.0,0.0,0.0,0.0,1.0,0.4240042525153355,0.5046156136823318,0.3855741576870387,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q92832', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'value': 'Colocalizes with ATRAID on the nuclear envelope and the perinuclear region'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21723284'}], 'value': 'Cytoplasm', 'id': 'SL-0086'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21723284'}], 'value': 'Nucleus envelope', 'id': 'SL-0178'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q62919'}], 'value': 'Secreted', 'id': 'SL-0243'}}]}]}",1.0,"Cytoplasm, Nucleus envelope, Secreted"
365,O60427,Fads1,0.0,0.0,0.0,0.0,0.0,1.0,0.4098623148330246,0.2400543454268779,0.5363003170535189,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'O60427', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 1', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'A4UVI1'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'A4UVI1'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '22619218'}], 'value': 'Mitochondrion', 'id': 'SL-0173'}}]}, {'commentType': 'SUBCELLULAR LOCATION', 'molecule': 'Isoform 2', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'A4UVI1'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'A4UVI1'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,"Endoplasmic reticulum membrane, Mitochondrion, Endoplasmic reticulum membrane"
366,Q96G23,Cers2,0.0,0.0,0.0,0.0,0.0,1.0,0.4012482797071949,0.45019277347406,0.5821763961840166,1.0,1,Supported,Nuclear membrane: Supported;Endoplasmic reticulum: Supported,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q96G23', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '18165233'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Multi-pass membrane protein', 'id': 'SL-9909'}}]}]}",1.0,Endoplasmic reticulum membrane
367,Q15738,Nsdhl,0.0,0.0,0.0,0.0,0.0,1.0,0.3853799496288599,0.330219634854365,0.5092873686743455,1.0,0,NO,NO,"{'entryType': 'UniProtKB reviewed (Swiss-Prot)', 'primaryAccession': 'Q15738', 'comments': [{'commentType': 'SUBCELLULAR LOCATION', 'note': {'texts': [{'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9R1J0'}], 'value': 'Trafficking through the Golgi is necessary for ER membrane localization'}]}, 'subcellularLocations': [{'location': {'evidences': [{'evidenceCode': 'ECO:0000269', 'source': 'PubMed', 'id': '21129721'}], 'value': 'Endoplasmic reticulum membrane', 'id': 'SL-0097'}, 'topology': {'evidences': [{'evidenceCode': 'ECO:0000255'}], 'value': 'Single-pass membrane protein', 'id': 'SL-9904'}}, {'location': {'evidences': [{'evidenceCode': 'ECO:0000250', 'source': 'UniProtKB', 'id': 'Q9R1J0'}], 'value': 'Lipid droplet', 'id': 'SL-0154'}}]}]}",1.0,"Endoplasmic reticulum membrane, Lipid droplet"
